publisher,app_name,title,url,release_date,tags,discount_price,reviews_url,specs,price,early_access,id,developer,sentiment,metascore,year,genres_Adventure,genres_Casual,genres_Early Access,genres_Free to Play,genres_Indie,genres_Massively Multiplayer,genres_RPG,genres_Racing,genres_Simulation,genres_Sports,genres_Strategy,genres_Video Production
WayForward,Shantae: Half-Genie Hero,Shantae: Half-Genie Hero,http://store.steampowered.com/app/253840/Shantae_HalfGenie_Hero/,2016-12-20,"['Platformer', 'Female Protagonist', 'Great Soundtrack', 'Action', 'Adventure', 'Cute', 'Indie', '2D', 'Metroidvania', 'Singleplayer', 'Kickstarter', 'Funny', 'Anime', 'Side Scroller', 'Fantasy', '2.5D', 'Comedy', 'Hand-drawn', 'Memes']",,http://steamcommunity.com/app/253840/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",19.99,False,253840,WayForward,Very Positive,76.0,2016.0,True,False,False,False,False,False,False,False,False,False,False,False
WayForward,Shantae: Half-Genie Hero,Shantae: Half-Genie Hero,http://store.steampowered.com/app/253840/Shantae_HalfGenie_Hero/,2016-12-20,"['Platformer', 'Female Protagonist', 'Great Soundtrack', 'Action', 'Adventure', 'Cute', 'Indie', '2D', 'Metroidvania', 'Singleplayer', 'Kickstarter', 'Funny', 'Anime', 'Side Scroller', 'Fantasy', '2.5D', 'Comedy', 'Hand-drawn', 'Memes']",,http://steamcommunity.com/app/253840/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",19.99,False,253840,WayForward,Very Positive,76.0,2016.0,False,False,False,False,True,False,False,False,False,False,False,False
Indietopia Games,Stereo Aereo,Stereo Aereo,http://store.steampowered.com/app/535890/Stereo_Aereo/,2016-12-14,"['Action', 'Indie', 'Retro', 'Rhythm', 'Shooter', 'Singleplayer', 'Great Soundtrack', 'Colorful', 'Top-Down', '1980s', 'Funny', 'Atmospheric', 'Sci-fi', 'Casual', 'Audio Production', 'Music', 'Fast-Paced', 'Arcade', 'Cartoon']",,http://steamcommunity.com/app/535890/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Leaderboards']",3.99,False,535890,The Stonebot Studio,6 user reviews,58.0,2016.0,False,False,False,False,False,False,False,False,False,False,False,False
Indietopia Games,Stereo Aereo,Stereo Aereo,http://store.steampowered.com/app/535890/Stereo_Aereo/,2016-12-14,"['Action', 'Indie', 'Retro', 'Rhythm', 'Shooter', 'Singleplayer', 'Great Soundtrack', 'Colorful', 'Top-Down', '1980s', 'Funny', 'Atmospheric', 'Sci-fi', 'Casual', 'Audio Production', 'Music', 'Fast-Paced', 'Arcade', 'Cartoon']",,http://steamcommunity.com/app/535890/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Leaderboards']",3.99,False,535890,The Stonebot Studio,6 user reviews,58.0,2016.0,False,False,False,False,True,False,False,False,False,False,False,False
Curve Digital,The Little Acre,The Little Acre,http://store.steampowered.com/app/423590/The_Little_Acre/,2016-12-13,"['Adventure', 'Singleplayer', 'Indie', 'Hand-drawn', 'Funny', 'Female Protagonist', 'Story Rich', 'Colorful', 'Point & Click', '2D', 'Fantasy', 'Narration', 'Puzzle', 'Comedy', 'Hidden Object', 'Isometric', 'Short']",,http://steamcommunity.com/app/423590/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",12.99,False,423590,Pewter Games Studios,Very Positive,62.0,2016.0,True,False,False,False,False,False,False,False,False,False,False,False
Curve Digital,The Little Acre,The Little Acre,http://store.steampowered.com/app/423590/The_Little_Acre/,2016-12-13,"['Adventure', 'Singleplayer', 'Indie', 'Hand-drawn', 'Funny', 'Female Protagonist', 'Story Rich', 'Colorful', 'Point & Click', '2D', 'Fantasy', 'Narration', 'Puzzle', 'Comedy', 'Hidden Object', 'Isometric', 'Short']",,http://steamcommunity.com/app/423590/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",12.99,False,423590,Pewter Games Studios,Very Positive,62.0,2016.0,False,False,False,False,True,False,False,False,False,False,False,False
Degica,OneShot,OneShot,http://store.steampowered.com/app/420530/OneShot/,2016-12-08,"['Pixel Graphics', 'Story Rich', 'Indie', 'Great Soundtrack', 'Atmospheric', 'Adventure', 'Choices Matter', 'Cute', 'Puzzle', 'Singleplayer', 'RPGMaker', 'Multiple Endings', 'RPG', 'Casual', '2D', 'Surreal', 'Replay Value', 'Exploration', 'Anime', 'Psychological Horror']",,http://steamcommunity.com/app/420530/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",9.99,False,420530,Little Cat Feet,Overwhelmingly Positive,81.0,2016.0,True,False,False,False,False,False,False,False,False,False,False,False
Degica,OneShot,OneShot,http://store.steampowered.com/app/420530/OneShot/,2016-12-08,"['Pixel Graphics', 'Story Rich', 'Indie', 'Great Soundtrack', 'Atmospheric', 'Adventure', 'Choices Matter', 'Cute', 'Puzzle', 'Singleplayer', 'RPGMaker', 'Multiple Endings', 'RPG', 'Casual', '2D', 'Surreal', 'Replay Value', 'Exploration', 'Anime', 'Psychological Horror']",,http://steamcommunity.com/app/420530/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",9.99,False,420530,Little Cat Feet,Overwhelmingly Positive,81.0,2016.0,False,True,False,False,False,False,False,False,False,False,False,False
Degica,OneShot,OneShot,http://store.steampowered.com/app/420530/OneShot/,2016-12-08,"['Pixel Graphics', 'Story Rich', 'Indie', 'Great Soundtrack', 'Atmospheric', 'Adventure', 'Choices Matter', 'Cute', 'Puzzle', 'Singleplayer', 'RPGMaker', 'Multiple Endings', 'RPG', 'Casual', '2D', 'Surreal', 'Replay Value', 'Exploration', 'Anime', 'Psychological Horror']",,http://steamcommunity.com/app/420530/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",9.99,False,420530,Little Cat Feet,Overwhelmingly Positive,81.0,2016.0,False,False,False,False,True,False,False,False,False,False,False,False
"XSEED Games, Marvelous USA, Inc.",Nitroplus Blasterz: Heroines Infinite Duel,Nitroplus Blasterz: Heroines Infinite Duel,http://store.steampowered.com/app/482450/Nitroplus_Blasterz_Heroines_Infinite_Duel/,2016-12-08,"['Anime', 'Fighting', 'Action', '2D Fighter', 'Female Protagonist', 'Arcade', 'Sexual Content', 'Memes', 'Cute', 'Horror', 'Psychological Horror']",,http://steamcommunity.com/app/482450/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Shared/Split Screen', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",29.99,False,482450,EXAMU,Very Positive,63.0,2016.0,False,False,False,False,False,False,False,False,False,False,False,False
Retroism,Line of Sight: Vietnam,Line of Sight: Vietnam,http://store.steampowered.com/app/514150/Line_of_Sight_Vietnam/,2003-03-05,"['Action', 'FPS']",,http://steamcommunity.com/app/514150/reviews/?browsefilter=mostrecent&p=1,['Single-player'],9.99,False,514150,N-Fusion Interactive,Mixed,68.0,2003.0,False,False,False,False,False,False,False,False,False,False,False,False
Finish Line Games,Maize,Maize,http://store.steampowered.com/app/284240/Maize/,2016-12-01,"['Adventure', 'Indie', 'Story Rich', 'Comedy', 'First-Person', 'Puzzle', 'Walking Simulator', 'Funny', 'Singleplayer', 'Point & Click']",,http://steamcommunity.com/app/284240/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Partial Controller Support']",19.99,False,284240,Finish Line Games,Very Positive,65.0,2016.0,True,False,False,False,False,False,False,False,False,False,False,False
Finish Line Games,Maize,Maize,http://store.steampowered.com/app/284240/Maize/,2016-12-01,"['Adventure', 'Indie', 'Story Rich', 'Comedy', 'First-Person', 'Puzzle', 'Walking Simulator', 'Funny', 'Singleplayer', 'Point & Click']",,http://steamcommunity.com/app/284240/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Partial Controller Support']",19.99,False,284240,Finish Line Games,Very Positive,65.0,2016.0,False,False,False,False,True,False,False,False,False,False,False,False
Zadbox Entertainment,Quern - Undying Thoughts,Quern - Undying Thoughts,http://store.steampowered.com/app/512790/Quern__Undying_Thoughts/,2016-11-28,"['Adventure', 'Indie', 'Puzzle', 'First-Person', 'Exploration', 'Atmospheric', 'Story Rich', 'Singleplayer', 'Difficult', 'Mystery', 'Relaxing', 'Walking Simulator', 'Point & Click', 'Great Soundtrack', 'Casual', 'Surreal', 'Steampunk', 'Classic', 'Drama', 'Open World']",,http://steamcommunity.com/app/512790/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Partial Controller Support']",24.99,False,512790,Zadbox Entertainment,Very Positive,83.0,2016.0,True,False,False,False,False,False,False,False,False,False,False,False
Zadbox Entertainment,Quern - Undying Thoughts,Quern - Undying Thoughts,http://store.steampowered.com/app/512790/Quern__Undying_Thoughts/,2016-11-28,"['Adventure', 'Indie', 'Puzzle', 'First-Person', 'Exploration', 'Atmospheric', 'Story Rich', 'Singleplayer', 'Difficult', 'Mystery', 'Relaxing', 'Walking Simulator', 'Point & Click', 'Great Soundtrack', 'Casual', 'Surreal', 'Steampunk', 'Classic', 'Drama', 'Open World']",,http://steamcommunity.com/app/512790/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Partial Controller Support']",24.99,False,512790,Zadbox Entertainment,Very Positive,83.0,2016.0,False,False,False,False,True,False,False,False,False,False,False,False
Frontier Developments,Planet Coaster,Planet Coaster,http://store.steampowered.com/app/493340/Planet_Coaster/,2016-11-17,"['Simulation', 'Building', 'Management', 'Sandbox', 'Singleplayer', 'Strategy', 'Family Friendly', 'Great Soundtrack', 'Realistic', 'Funny', 'Atmospheric', 'Open World', 'Casual', 'Multiplayer', 'Colorful', 'Base Building', 'Economy', 'Adventure', 'Action', 'First-Person']",,http://steamcommunity.com/app/493340/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']",44.99,False,493340,Frontier Developments,Very Positive,84.0,2016.0,False,False,False,False,False,False,False,False,True,False,False,False
Frontier Developments,Planet Coaster,Planet Coaster,http://store.steampowered.com/app/493340/Planet_Coaster/,2016-11-17,"['Simulation', 'Building', 'Management', 'Sandbox', 'Singleplayer', 'Strategy', 'Family Friendly', 'Great Soundtrack', 'Realistic', 'Funny', 'Atmospheric', 'Open World', 'Casual', 'Multiplayer', 'Colorful', 'Base Building', 'Economy', 'Adventure', 'Action', 'First-Person']",,http://steamcommunity.com/app/493340/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']",44.99,False,493340,Frontier Developments,Very Positive,84.0,2016.0,False,False,False,False,False,False,False,False,False,False,True,False
"Atari, RCTO Productions",RollerCoaster Tycoon World™,RollerCoaster Tycoon World™,http://store.steampowered.com/app/282560/RollerCoaster_Tycoon_World/,2016-11-16,"['Simulation', 'Building', 'Management', 'Sandbox', 'Strategy', 'Singleplayer', 'Realistic', 'Multiplayer', 'Funny', 'Co-op', 'Open World', 'Casual', 'Action', 'Psychological Horror']",,http://steamcommunity.com/app/282560/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Workshop', 'Steam Cloud']",14.99,False,282560,Nvizzio Creations,Mostly Negative,43.0,2016.0,False,False,False,False,False,False,False,False,True,False,False,False
"Atari, RCTO Productions",RollerCoaster Tycoon World™,RollerCoaster Tycoon World™,http://store.steampowered.com/app/282560/RollerCoaster_Tycoon_World/,2016-11-16,"['Simulation', 'Building', 'Management', 'Sandbox', 'Strategy', 'Singleplayer', 'Realistic', 'Multiplayer', 'Funny', 'Co-op', 'Open World', 'Casual', 'Action', 'Psychological Horror']",,http://steamcommunity.com/app/282560/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Workshop', 'Steam Cloud']",14.99,False,282560,Nvizzio Creations,Mostly Negative,43.0,2016.0,False,False,False,False,False,False,False,False,False,False,True,False
Rooster Teeth Games,Super Rad Raygun,Super Rad Raygun,http://store.steampowered.com/app/297660/Super_Rad_Raygun/,2016-11-15,"['Action', 'Indie', 'Adventure', 'Platformer', 'Retro', 'Pixel Graphics', '2D']",,http://steamcommunity.com/app/297660/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']",9.99,False,297660,TRU FUN Entertainment,Positive,64.0,2016.0,False,False,False,False,False,False,False,False,False,False,False,False
Rooster Teeth Games,Super Rad Raygun,Super Rad Raygun,http://store.steampowered.com/app/297660/Super_Rad_Raygun/,2016-11-15,"['Action', 'Indie', 'Adventure', 'Platformer', 'Retro', 'Pixel Graphics', '2D']",,http://steamcommunity.com/app/297660/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']",9.99,False,297660,TRU FUN Entertainment,Positive,64.0,2016.0,True,False,False,False,False,False,False,False,False,False,False,False
Rooster Teeth Games,Super Rad Raygun,Super Rad Raygun,http://store.steampowered.com/app/297660/Super_Rad_Raygun/,2016-11-15,"['Action', 'Indie', 'Adventure', 'Platformer', 'Retro', 'Pixel Graphics', '2D']",,http://steamcommunity.com/app/297660/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']",9.99,False,297660,TRU FUN Entertainment,Positive,64.0,2016.0,False,False,False,False,True,False,False,False,False,False,False,False
Fruitbat Factory,ENIGMA:,ENIGMA:,http://store.steampowered.com/app/494100/ENIGMA/,2016-11-15,"['Adventure', 'Indie', 'Visual Novel', 'Anime', 'Mystery', 'Great Soundtrack', 'Cute']",,http://steamcommunity.com/app/494100/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",14.99,False,494100,Uzumeya,Positive,56.0,2016.0,True,False,False,False,False,False,False,False,False,False,False,False
Fruitbat Factory,ENIGMA:,ENIGMA:,http://store.steampowered.com/app/494100/ENIGMA/,2016-11-15,"['Adventure', 'Indie', 'Visual Novel', 'Anime', 'Mystery', 'Great Soundtrack', 'Cute']",,http://steamcommunity.com/app/494100/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",14.99,False,494100,Uzumeya,Positive,56.0,2016.0,False,False,False,False,True,False,False,False,False,False,False,False
Ankama Games,Dofus,Dofus,http://store.steampowered.com/app/254300/Dofus/,2016-11-15,"['RPG', 'Massively Multiplayer', 'Strategy', 'Adventure']",,http://steamcommunity.com/app/254300/reviews/?browsefilter=mostrecent&p=1,"['Multi-player', 'Online Multi-Player', 'MMO', 'Co-op', 'Online Co-op', 'In-App Purchases']",0,False,254300,Ankama Studio,Mostly Positive,72.0,2016.0,True,False,False,False,False,False,False,False,False,False,False,False
Ankama Games,Dofus,Dofus,http://store.steampowered.com/app/254300/Dofus/,2016-11-15,"['RPG', 'Massively Multiplayer', 'Strategy', 'Adventure']",,http://steamcommunity.com/app/254300/reviews/?browsefilter=mostrecent&p=1,"['Multi-player', 'Online Multi-Player', 'MMO', 'Co-op', 'Online Co-op', 'In-App Purchases']",0,False,254300,Ankama Studio,Mostly Positive,72.0,2016.0,False,False,False,False,False,True,False,False,False,False,False,False
Ankama Games,Dofus,Dofus,http://store.steampowered.com/app/254300/Dofus/,2016-11-15,"['RPG', 'Massively Multiplayer', 'Strategy', 'Adventure']",,http://steamcommunity.com/app/254300/reviews/?browsefilter=mostrecent&p=1,"['Multi-player', 'Online Multi-Player', 'MMO', 'Co-op', 'Online Co-op', 'In-App Purchases']",0,False,254300,Ankama Studio,Mostly Positive,72.0,2016.0,False,False,False,False,False,False,True,False,False,False,False,False
Ankama Games,Dofus,Dofus,http://store.steampowered.com/app/254300/Dofus/,2016-11-15,"['RPG', 'Massively Multiplayer', 'Strategy', 'Adventure']",,http://steamcommunity.com/app/254300/reviews/?browsefilter=mostrecent&p=1,"['Multi-player', 'Online Multi-Player', 'MMO', 'Co-op', 'Online Co-op', 'In-App Purchases']",0,False,254300,Ankama Studio,Mostly Positive,72.0,2016.0,False,False,False,False,False,False,False,False,False,False,True,False
The Good Mood Creators,Mekazoo,Mekazoo,http://store.steampowered.com/app/390330/Mekazoo/,2016-11-14,"['Action', 'Indie', 'Adventure', 'Casual', 'Great Soundtrack', 'Platformer', 'Co-op', 'Runner', '2D', 'Music', 'Character Customization', 'Singleplayer', 'Classic', 'Cute', 'Comedy', 'Arcade', 'Colorful', 'Atmospheric', 'Retro', 'Difficult']",,http://steamcommunity.com/app/390330/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",9.99,False,390330,The Good Mood Creators,Mostly Positive,80.0,2016.0,False,False,False,False,False,False,False,False,False,False,False,False
The Good Mood Creators,Mekazoo,Mekazoo,http://store.steampowered.com/app/390330/Mekazoo/,2016-11-14,"['Action', 'Indie', 'Adventure', 'Casual', 'Great Soundtrack', 'Platformer', 'Co-op', 'Runner', '2D', 'Music', 'Character Customization', 'Singleplayer', 'Classic', 'Cute', 'Comedy', 'Arcade', 'Colorful', 'Atmospheric', 'Retro', 'Difficult']",,http://steamcommunity.com/app/390330/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",9.99,False,390330,The Good Mood Creators,Mostly Positive,80.0,2016.0,True,False,False,False,False,False,False,False,False,False,False,False
The Good Mood Creators,Mekazoo,Mekazoo,http://store.steampowered.com/app/390330/Mekazoo/,2016-11-14,"['Action', 'Indie', 'Adventure', 'Casual', 'Great Soundtrack', 'Platformer', 'Co-op', 'Runner', '2D', 'Music', 'Character Customization', 'Singleplayer', 'Classic', 'Cute', 'Comedy', 'Arcade', 'Colorful', 'Atmospheric', 'Retro', 'Difficult']",,http://steamcommunity.com/app/390330/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",9.99,False,390330,The Good Mood Creators,Mostly Positive,80.0,2016.0,False,True,False,False,False,False,False,False,False,False,False,False
The Good Mood Creators,Mekazoo,Mekazoo,http://store.steampowered.com/app/390330/Mekazoo/,2016-11-14,"['Action', 'Indie', 'Adventure', 'Casual', 'Great Soundtrack', 'Platformer', 'Co-op', 'Runner', '2D', 'Music', 'Character Customization', 'Singleplayer', 'Classic', 'Cute', 'Comedy', 'Arcade', 'Colorful', 'Atmospheric', 'Retro', 'Difficult']",,http://steamcommunity.com/app/390330/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",9.99,False,390330,The Good Mood Creators,Mostly Positive,80.0,2016.0,False,False,False,False,True,False,False,False,False,False,False,False
Bethesda Softworks,Dishonored 2,Dishonored 2,http://store.steampowered.com/app/403640/Dishonored_2/,2016-11-11,"['Stealth', 'Action', 'First-Person', 'Assassin', 'Singleplayer', 'Steampunk', 'Atmospheric', 'Story Rich', 'Magic', 'Female Protagonist', 'Parkour', 'Supernatural', 'Adventure', 'Open World', 'Great Soundtrack', 'Heist', 'Gore', 'Exploration', 'Dystopian', 'Illuminati']",,http://steamcommunity.com/app/403640/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",39.99,False,403640,Arkane Studios,Mostly Positive,86.0,2016.0,False,False,False,False,False,False,False,False,False,False,False,False
Stardock Entertainment,Ashes of the Singularity: Escalation,Ashes of the Singularity: Escalation,http://store.steampowered.com/app/507490/Ashes_of_the_Singularity_Escalation/,2016-11-10,"['Strategy', 'RTS', 'Indie', 'Simulation', 'Sci-fi', 'Multiplayer', 'Singleplayer', 'Futuristic', 'Space', 'Benchmark', 'Real Time Tactics']",,http://steamcommunity.com/app/507490/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Stats']",39.99,False,507490,"Stardock Entertainment,Oxide Games",Mostly Positive,81.0,2016.0,False,False,False,False,True,False,False,False,False,False,False,False
Stardock Entertainment,Ashes of the Singularity: Escalation,Ashes of the Singularity: Escalation,http://store.steampowered.com/app/507490/Ashes_of_the_Singularity_Escalation/,2016-11-10,"['Strategy', 'RTS', 'Indie', 'Simulation', 'Sci-fi', 'Multiplayer', 'Singleplayer', 'Futuristic', 'Space', 'Benchmark', 'Real Time Tactics']",,http://steamcommunity.com/app/507490/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Stats']",39.99,False,507490,"Stardock Entertainment,Oxide Games",Mostly Positive,81.0,2016.0,False,False,False,False,False,False,False,False,True,False,False,False
Stardock Entertainment,Ashes of the Singularity: Escalation,Ashes of the Singularity: Escalation,http://store.steampowered.com/app/507490/Ashes_of_the_Singularity_Escalation/,2016-11-10,"['Strategy', 'RTS', 'Indie', 'Simulation', 'Sci-fi', 'Multiplayer', 'Singleplayer', 'Futuristic', 'Space', 'Benchmark', 'Real Time Tactics']",,http://steamcommunity.com/app/507490/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Stats']",39.99,False,507490,"Stardock Entertainment,Oxide Games",Mostly Positive,81.0,2016.0,False,False,False,False,False,False,False,False,False,False,True,False
SEGA,Motorsport Manager,Motorsport Manager,http://store.steampowered.com/app/415200/Motorsport_Manager/,2016-11-09,"['Management', 'Racing', 'Simulation', 'Strategy', 'Sports', 'Singleplayer', 'Multiplayer']",,http://steamcommunity.com/app/415200/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']",34.99,False,415200,Playsport Games,Very Positive,81.0,2016.0,False,False,False,False,False,False,False,True,False,False,False,False
SEGA,Motorsport Manager,Motorsport Manager,http://store.steampowered.com/app/415200/Motorsport_Manager/,2016-11-09,"['Management', 'Racing', 'Simulation', 'Strategy', 'Sports', 'Singleplayer', 'Multiplayer']",,http://steamcommunity.com/app/415200/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']",34.99,False,415200,Playsport Games,Very Positive,81.0,2016.0,False,False,False,False,False,False,False,False,True,False,False,False
SEGA,Motorsport Manager,Motorsport Manager,http://store.steampowered.com/app/415200/Motorsport_Manager/,2016-11-09,"['Management', 'Racing', 'Simulation', 'Strategy', 'Sports', 'Singleplayer', 'Multiplayer']",,http://steamcommunity.com/app/415200/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']",34.99,False,415200,Playsport Games,Very Positive,81.0,2016.0,False,False,False,False,False,False,False,False,False,True,False,False
SEGA,Motorsport Manager,Motorsport Manager,http://store.steampowered.com/app/415200/Motorsport_Manager/,2016-11-09,"['Management', 'Racing', 'Simulation', 'Strategy', 'Sports', 'Singleplayer', 'Multiplayer']",,http://steamcommunity.com/app/415200/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']",34.99,False,415200,Playsport Games,Very Positive,81.0,2016.0,False,False,False,False,False,False,False,False,False,False,True,False
Adult Swim Games,Small Radios Big Televisions,Small Radios Big Televisions,http://store.steampowered.com/app/390040/Small_Radios_Big_Televisions/,2016-11-08,"['Indie', 'Adventure', 'Puzzle']",,http://steamcommunity.com/app/390040/reviews/?browsefilter=mostrecent&p=1,['Single-player'],11.99,False,390040,Fire Face Corporation,Positive,67.0,2016.0,True,False,False,False,False,False,False,False,False,False,False,False
Adult Swim Games,Small Radios Big Televisions,Small Radios Big Televisions,http://store.steampowered.com/app/390040/Small_Radios_Big_Televisions/,2016-11-08,"['Indie', 'Adventure', 'Puzzle']",,http://steamcommunity.com/app/390040/reviews/?browsefilter=mostrecent&p=1,['Single-player'],11.99,False,390040,Fire Face Corporation,Positive,67.0,2016.0,False,False,False,False,True,False,False,False,False,False,False,False
"13AM Shipping Solutions, 13AM Games",Pirate Pop Plus,Pirate Pop Plus,http://store.steampowered.com/app/487350/Pirate_Pop_Plus/,2016-11-04,"['Action', 'Indie', 'Casual', 'Retro', 'Arcade']",,http://steamcommunity.com/app/487350/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",4.99,False,487350,dadako,Positive,65.0,2016.0,False,False,False,False,False,False,False,False,False,False,False,False
"13AM Shipping Solutions, 13AM Games",Pirate Pop Plus,Pirate Pop Plus,http://store.steampowered.com/app/487350/Pirate_Pop_Plus/,2016-11-04,"['Action', 'Indie', 'Casual', 'Retro', 'Arcade']",,http://steamcommunity.com/app/487350/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",4.99,False,487350,dadako,Positive,65.0,2016.0,False,True,False,False,False,False,False,False,False,False,False,False
"13AM Shipping Solutions, 13AM Games",Pirate Pop Plus,Pirate Pop Plus,http://store.steampowered.com/app/487350/Pirate_Pop_Plus/,2016-11-04,"['Action', 'Indie', 'Casual', 'Retro', 'Arcade']",,http://steamcommunity.com/app/487350/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",4.99,False,487350,dadako,Positive,65.0,2016.0,False,False,False,False,True,False,False,False,False,False,False,False
Activision,Call of Duty®: Infinite Warfare,Call of Duty®: Infinite Warfare,http://store.steampowered.com/app/292730/Call_of_Duty_Infinite_Warfare/,2016-11-03,"['Action', 'FPS', 'Multiplayer', 'Futuristic', 'Space', 'Zombies', 'Shooter', 'First-Person', 'Singleplayer', 'Sci-fi', 'Robots', 'Adventure', 'Story Rich', 'Quick-Time Events', 'Atmospheric', 'Great Soundtrack', 'War', 'Post-apocalyptic', 'Co-op', 'Open World']",,http://steamcommunity.com/app/292730/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Online Multi-Player', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Valve Anti-Cheat enabled']",59.99,False,292730,Infinity Ward,Mostly Negative,73.0,2016.0,False,False,False,False,False,False,False,False,False,False,False,False
